"2/22/06","53","44","36","17","15","9","44","32","18","30.16","30.12","30.08","10","10","10","13","6","21","0","0","0","0","0","0","0","1"
"5/30/06","64","57","50","40","34","27","53","42","29","30.06","30.03","29.98","10","10","10","8","4","NaN","0","0","0","0","0","0","0","1"
"5/31/06","69","62","57","43","36","27","52","39","25","30.01","29.98","29.96","10","10","10","9","3","16","0","0","0","0","0","0","0","1"
"6/22/06","84","75","68","45","36","25","34","24","18","29.96","29.93","29.89","10","10","10","9","6","NaN","0","0","0","0","0","0","0","1"
"6/24/06","89","82","75","60","42","30","42","26","16","29.95","29.91","29.87","10","10","10","8","4","NaN","0","0","0","0","0","0","0","1"
"6/25/06","91","84","77","58","40","30","45","23","13","29.93","29.89","29.86","10","10","10","9","5","17","0","0","0","0","0","0","0","1"
"6/26/06","89","82","75","52","39","30","33","23","16","29.87","29.83","29.8","10","10","10","13","4","22","0","0","0","0","0","0","0","1"
"6/26/06","89","82","75","52","39","30","33","23","16","29.87","29.83","29.8","10","10","10","13","4","22","0","0","0","0","0","0","0","1"
"6/27/06","84","76","69","57","45","34","59","35","22","29.89","29.83","29.76","10","10","10","14","5","24","0","0","0","0","0","0","0","1"
"6/27/06","84","76","69","57","45","34","59","35","22","29.89","29.83","29.76","10","10","10","14","5","24","0","0","0","0","0","0","0","1"
"6/27/06","84","76","69","57","45","34","59","35","22","29.89","29.83","29.76","10","10","10","14","5","24","0","0","0","0","0","0","0","1"
"6/27/06","84","76","69","57","45","34","59","35","22","29.89","29.83","29.76","10","10","10","14","5","24","0","0","0","0","0","0","0","1"
"7/1/06","77","70","64","44","37","32","43","30","22","29.96","29.92","29.89","10","10","10","9","3","NaN","0","0","0","0","0","0","0","1"
"7/5/06","72","64","57","42","39","33","53","39","29","29.96","29.93","29.91","10","10","10","16","5","21","0","0","0","0","0","0","0","1"
"7/9/06","81","74","69","50","43","34","51","33","24","29.87","29.82","29.77","10","10","10","9","5","NaN","0","0","0","0","0","0","0","1"
"7/18/06","86","78","73","51","42","30","45","28","17","29.87","29.82","29.78","10","10","10","9","5","NaN","0","0","0","0","0","0","0","1"
